།	punc -
མཁར་	n.count -
མཁར་གྲུ་གསུམ་	n.count -
མཁར་གྲུ་བཞི	n.count -
མཁར་གྲུ་བཞི་	n.count -
མཁར་གྲུ་བཞི་འགྲམ་	n.count -
མཁར་ཆེ་	n.count -
མཁར་ཞིང་	n.count -
མཁར་ཟུར་	n.count -
མཁར་ལས་	n.count -
མཁས་	v.invar -
མཁས་པ	n.v.invar -
མཁས་པ་	n.count -	n.v.invar -
མཁོ་བ	n.v.invar -
མཁྱུད་	v.invar -
མཁྱེན	v.invar -
མཁྱེན་	v.imp -
མཁྱེན་པ	n.v.past.n.v.pres -	n.v.pres -
མཁྱེན་པ་	n.v.past.n.v.pres -
མགུ	v.fut.v.pres -
མགུ་བ	n.v.invar -
མགུ་བ་	n.v.invar -
མགུར་	n.count -
མགུལ་	n.count -
མགོ་	n.count -
མགོ་བོ་	n.count -
མགོ་མཇུག་	n.count -
མགོ་འདོན་	n.count -
མགོན	n.count -
མགྱོགས་	v.past -
མགྱོགས་པ	n.v.past -
མགྱོགས་པོ་	adj -
མགྲིན་	n.count -
མགྲོན་	n.count -
མགྲོན་ཁང་	n.count -
མགྲོན་ཆང་	n.count -
མང་	v.pres -
མང་པོ	adj -
མང་པོ་	adj -
མང་བ	n.v.pres -
མང་བ་	n.v.pres -
མང་བོ	adj -
མང་ཡུལ་	n.prop -
མངའ་	v.invar -
མངའ་བདག་	n.count -
མངའ་རིས་གུང་ཐང་	n.count -
མངའ་རིས་དོལ་	n.prop -
མངའ་རིས་སྐོར་གསུམ་	n.prop -
མངོན་	n.count -	v.fut.v.pres -
མངོན་པ	n.v.past.n.v.pres -
མངོན་པ་	n.v.pres -
མངོན་ཞེན་	n.count -
མངོན་རྟོགས་སྒོམ་ཆོ་ག་	n.count -
མངོན་སུམ་	n.count -
མཆི་མ	n.count -
མཆི་མ་	n.count -
མཆིས་	v.past -
མཆིས་པ	n.v.past -
མཆུ	n.count -
མཆུ་	n.count -
མཆུ་རིངས་	adj -
མཆོག	adj -
མཆོག་	adj -	n.count -	v.fut.v.pres -
མཆོག་གྱུར་ཞི་བ་	n.count -
མཆོད	v.invar -
མཆོད་	v.imp -
མཆོད་ཀོང་	n.count -
མཆོད་ཁང་	n.count -
མཆོད་གནས་	n.count -
མཆོད་པ	n.v.invar -
མཆོད་པ་	n.v.invar -
མཆོད་བསྟོད་	n.count -
མཆོད་མེ	n.count -
མཆོད་འབུལ་	n.count -
མཆོད་རྟེན་	n.count -
མཇལ	v.invar -
མཇལ་	v.fut.v.pres -	v.invar -	v.past.v.pres -
མཇལ་བ	n.v.fut.n.v.pres -
མཇལ་བ་	n.v.fut.n.v.pres -
མཇལ་ལུགས་	n.v.invar -
མཇལ་སྣ	n.count -
མཇུག་མ་	n.count -
མཉམ་	v.fut.v.pres -
མཉམ་གཞག་	n.count -
མཉམ་ཉིད	n.count -
མཉམ་པ	n.v.invar -
མཉམ་པ་	n.v.invar -
མཉམ་པོ	adj -
མཉམ་པོ་	adj -
མཉེས་	v.imp -	v.invar -
མཉེས་པ	n.v.invar -
མཐ	n.count -	n.rel -
མཐའ་	n.count -	n.rel -
མཐའ་དག་	d.plural -
མཐའ་དྲུག་ཚུལ་བཞི	n.count -
མཐར་ཐུག་གསང་སྔགས་	n.count -
མཐིལ་	n.count -
མཐུ	n.count -
མཐུ་	n.count -
མཐུ་གཏད་	n.count -
མཐུ་གཏད་སེར་	n.count -
མཐུ་ཆེན	n.prop -
མཐུ་ཆེན་	n.prop -
མཐུན་	v.fut.v.pres -
མཐུན་པ	n.v.past.n.v.pres -
མཐུན་པ་	n.v.past.n.v.pres -
མཐུན་རྐྱེན་	n.count -
མཐོ་དམན་	n.count -
མཐོ་བཙན་ལེགས་	adj -
མཐོ་རིས་	n.count -
མཐོང་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
མཐོང་བ	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
མཐོང་བ་	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
མཐོང་ཡེལ་	n.count -
མཐོང་ས་	n.v.invar -
མཐོང་སྣང་	n.count -
མཐོངས་	n.count -
མཐོན་པོ་	adj -
མཐོས་	dunno -
མད	n.count -
མད་	v.invar -
མདང་	adv.temp -
མདའ་	n.count -
མདའ་གཞུ་	n.count -
མདུང་	n.count -
མདུང་རིངས་	n.count -
མདུད་	n.count -
མདུད་པ་	n.count -
མདུན་	n.count -	n.rel -
མདེའུ་	n.count -
མདོ	n.count -
མདོ་	n.count -
མདོ་ཁམས་སྒང་གསུམ་	n.prop -
མདོ་ལུགས་	n.count -
མདོ་སྡེ་འབུམ་	n.prop -
མདོག་	n.count -
མདོམ་	n.count -
མན་ངག	n.count -
མན་ངག་	n.count -
མན་ཆད་	adv.dir -
མནན་	v.fut.v.past -	v.past -
མནན་པ	n.v.past -
མནའ་	n.count -
མནའ་རི་	n.count -
མནལ་	n.count -	v.fut.v.pres -	v.invar -
མནལ་ལམ་	n.count -
མཚན་	adv.temp -	n.count -
མཚན་ཉིད་	n.count -
མཚན་ཉིད་ཐེག་པ་	n.count -
མཚན་ཉིད་པ་	adj -
མཚན་ཐོག་ཐག་	adv.temp -
མཚན་བཅས་	adj -
མཚན་མ	n.count -
མཚན་མེད་	adj -
མཚན་མོ་	adv.temp -
མཚན་ཡལ་	adv.temp -
མཚན་ལྡན་	adj -
མཚར་པོ་	adj -
མཚོན	v.invar -
མཚོན་	n.count -
མཚོན་ཆ	n.count -
མཚོན་པ་	n.v.past.n.v.pres -
མཚོན་བྱ་དོན་	n.count -
མཚོན་བྱེད་དཔེ	n.count -
མཛད	v.invar -
མཛད་	v.invar -	v.past.v.pres -
མཛད་པ	n.v.invar -
མཛད་པ་	n.v.invar -
མཛད་ཕྲིན་	n.count -
མཛད་འོད་གསལ་ཆོས་སྐུ་	n.count -
མཛེས་	v.invar -
མཛེས་པ	n.v.invar -
མཛེས་སེ	n.prop -
མཛེས་སེ་	n.prop -
མཛེས་སེས་	n.prop -
མཛོ	n.count -
མཛོ་	n.count -
མཛོ་ཁལ་	n.count -
མཛོ་རྟ་	n.count -
མཛོ་རྟ་སོགས་ནོར་	n.count -
མཛོད	v.imp -
མཛོད་	v.imp -
མར་	n.mass -
མར་ཁུ	n.mass -
མར་ནས་	n.count -
མར་པ	n.prop -
མར་པ་	n.prop -
མར་པ་མགོ་ལེགས་	n.prop -
མར་པ་ལོ་ཙ	n.prop -
མར་པ་ལོ་ཙ་	n.prop -
མར་མེ	n.count -
མར་མེ་	n.count -
མར་རིལ་	n.count -
མས་	dunno -
མི	n.count -
མི་	dunno -	n.count -	neg -
མི་ཁ་	n.count -
མི་གཞི་	n.count -
མི་གཞོན་	n.count -
མི་གཡོག་	n.count -
མི་ངན་	n.count -
མི་ཐོད་གད་ཁ་	n.prop -
མི་དགེ	n.count -
མི་དགེ་	n.count -
མི་བདག་	n.count -
མི་བསྐྱོད་	n.prop -
མི་མགོ་	n.count -
མི་མདའ་	n.count -
མི་མེད་	adj -
མི་མེད་བྲག་	n.count -
མི་མེད་ལུང་པ	n.count -
མི་མེད་ལུང་བ	n.count -
མི་འགྱུར་བདག་མེད་སྒྱུ་མ	n.count -
མི་རིག་	adj -
མི་རུས་	n.count -
མི་རྒན་	n.count -
མི་རྟག་སྒྱུ་མ	n.count -
མི་ལ་	n.prop -
མི་ལ་ཐོས་པ་དགའ་	n.prop -
མི་ལ་རས་པ	n.prop -
མི་ལ་རས་པ་	n.prop -
མི་ལ་རྡོ་རྗེ་རྒྱལ་མཚན་	n.prop -
མི་ལ་ཤེར་རྒྱལ་	n.prop -
མི་ལ་ཤེས་རབ་རྒྱལ་མཚན་	n.prop -
མི་ལས་	n.count -
མི་ལུས་	n.count -
མི་སྐྱོད་	n.prop -
མི་སྐྱོན་	n.count -
མིག་	n.count -
མིག་འབྲས་	n.count -
མིག་རྐྱེན་	n.count -
མིག་རྩ་ཅན་	adj -
མིང་	n.count -
མིང་པོ་	n.count -
མིང་རུས་	n.count -
མིང་སྲིང་	n.count -
མིན	v.cop.neg -
མིན་	v.cop.neg -
མིན་པ	n.v.pres -
མིན་པ་	n.v.past.n.v.pres -
མུ་ཏིག་	n.count -
མུག་པ་	n.v.invar -
མུན་	n.count -
མུན་ནག་	adj -
མུན་པ	n.count -
མེ	n.count -
མེ་	n.count -
མེ་ཏོག་	n.count -
མེ་ཐབ་	n.count -
མེ་འོབས་	n.count -
མེ་ཤིང་ཡན་	n.count -
མེ་སྟོན་ཚོན་པོ་	n.prop -
མེད	v.neg -
མེད་	v.neg -
མེད་པ	n.v.neg -
མེད་པ་	n.v.neg -
མེད་ས་	n.v.neg -
མེར་བ་	n.v.fut.n.v.pres -
མེས་སྟོན་ཚོན་པོ་	n.prop -
མཻ་ཏྲི་པ	n.prop -
མོ	p.pers -
མོ་	dunno -	n.count -	p.pers -
མོ་བོན་རྩིས་	n.count -
མོངས་པ	n.v.invar -
མོད	v.aux -
མོད་	n.count -	v.aux -
མོས་	v.invar -
མོས་གུས་	n.count -
མྱ་ངན་	n.count -
མྱང་	v.fut -
མྱང་ཚ་དཀར་རྒྱན་	n.prop -
མྱང་སྟོད་རི་ནང་	n.prop -
མྱུ་གུ་	n.count -
མྱུར་	v.pres -
མྱུར་པོ	adj -
མྱུར་བ་	n.v.pres -
མྱོང་	v.invar -	v.past -
མྱོང་ཐབས་	n.v.invar -
མྱོང་བ	n.v.invar -	n.v.past -
མྱོང་བ་	n.v.invar -
ཙ་	n.rel -
ཙབ་ཙོབ་	adv.mim -
ཙམ་	d.tsam -
ཙམ་པ	d.tsam -
ཙམ་པ་	d.tsam -
ཙུག་	p.interrog -
ཙུགས་	v.past -
ཙོག་བུ	n.count -
ཙོང་	dunno -
ཚ	v.fut.v.pres -	v.invar -
ཚ་	n.count -	v.invar -	v.past.v.pres -
ཚ་པོ	n.count -
ཚ་བ	n.v.fut.n.v.pres -	n.v.invar -
ཚ་བ་	n.count -	n.v.fut.n.v.pres -	n.v.invar -
ཚ་བོ	n.count -
ཚ་བོ་	n.count -
ཚ་ཚ་	n.count -
ཚ་ཟེར་	n.count -
ཚ་རྒྱུ་	n.v.fut -
ཚ་ལམ་	n.count -
ཚགས་	dunno -	v.imp -
ཚང་	v.invar -
ཚང་གདན་	n.count -
ཚང་བ་	n.v.invar -
ཚང་མང་	n.count -
ཚང་ར་	n.count -
ཚང་སྒོ་	n.count -
ཚང་སྟན་	n.count -
ཚངས་དབྱངས་	n.count -
ཚད	v.past -
ཚད་	cv.odd -	dunno -	n.count -	v.invar -
ཚད་པ་	n.v.invar -
ཚད་མེད་	adj -
ཚན་མ་	n.count -
ཚབ་	n.count -
ཚབས་	n.count -
ཚབས་ཆེན་	adj -
ཚར	v.invar -
ཚར་	dunno -	v.fut.v.pres -	v.invar -	v.past.v.pres -
ཚར་བ	n.v.fut.n.v.pres -	n.v.past -
ཚར་བ་	n.v.fut.n.v.pres -
ཚལ་	n.count -
ཚི་བ་	adj -
ཚིག	n.count -
ཚིག་	n.count -	v.fut.v.pres -
ཚིག་པ་ལོག་པ་གྲོས་	n.count -
ཚིག་བཤད་	n.count -
ཚིམ་པ	n.v.fut.n.v.pres -
ཚིམ་པ་	n.v.fut.n.v.pres -
ཚིམ་པོ་	adj -
ཚིལ་	n.count -
ཚུ	d.dem -
ཚུགས་	v.imp -
ཚུགས་པ	n.v.invar -	n.v.past -
ཚུགས་པ་	n.v.invar -
ཚུགས་ཤིང་	n.count -
ཚུད་	v.invar -	v.past -	v.past.v.pres -
ཚུད་པ་	n.v.past -
ཚུན་	adv.dir -	n.rel -
ཚུར་སྟོན་དབང་ངེ་	n.prop -
ཚུལ་	n.count -
ཚུལ་འཆོས་	n.count -
ཚེ	n.count -	n.rel -
ཚེ་	n.count -	n.rel -
ཚེ་ཟད་	adj -
ཚེ་འཛུགས་	n.count -
ཚེ་རབས་	n.count -
ཚེ་རིང་	n.count -
ཚེ་སྟོད་	n.count -
ཚེ་སྨད་	n.count -
ཚེ་སྲོག་	n.count -
ཚེགས་	v.invar -
ཚེམ་པོ	n.count -
ཚེར་ཕུང་	n.count -
ཚེར་མ་	n.count -
ཚེས་	n.count -
ཚོ	d.plural -
ཚོ་	d.plural -
ཚོགས	n.count -
ཚོགས་	n.count -	v.imp -	v.invar -
ཚོགས་ཁྲོམ་	n.count -
ཚོགས་གྲལ་	n.count -
ཚོགས་ཆས་	n.count -
ཚོགས་པ	n.v.invar -
ཚོགས་པ་	n.v.invar -
ཚོགས་འཁོར་	n.count -
ཚོགས་འཁོར་བསྐོར་	n.count -
ཚོགས་ལྡན་ཉན་པ་	n.count -
ཚོགས་སྐལ་	n.count -
ཚོང་	n.count -
ཚོང་འདུས་	n.count -
ཚོད་	n.count -
ཚོད་པ་	n.v.invar -
ཚོར་	v.invar -	v.past -	v.past.v.pres -
ཚོར་བ	n.v.past -
ཚོར་བ་	n.v.fut.n.v.pres -
ཚོལ	v.imp -
ཚོལ་	v.fut.v.pres -	v.imp -	v.invar -	v.past -
ཚོལ་བ	n.v.fut.n.v.pres -
ཚོལ་བ་	n.v.fut.n.v.pres -
ཚོས་	n.count -	n.mass -	v.imp -
ཚྭ་	n.count -
ཞག་	n.count -
ཞགས་པ	n.count -
ཞགས་པ་	n.count -
ཞང་པོ	n.count -
ཞང་པོ་	n.count -
ཞན་རྒྱུ་	n.v.invar -
ཞན་ཤོས་	adj -
ཞབས	n.count -
ཞབས་	n.count -
ཞབས་ཏོག	n.count -
ཞབས་ཏོག་	n.count -
ཞབས་རྡོ	n.count -
ཞལ་	n.count -
ཞལ་ངོ་	n.count -
ཞལ་ཆེམས་	n.count -
ཞལ་ཏ	n.count -
ཞལ་ཏ་	n.count -
ཞལ་བ	n.count -
ཞལ་བ་	n.v.fut.n.v.pres -
ཞལ་བཅོས་	n.count -
ཞལ་བཞེས་	n.count -
ཞལ་འཛུམ་	n.count -
ཞལ་འཛུམ་ནག་རོག་གེ་བ་	adj -
ཞལ་འཛུམ་བག་	n.count -
ཞལ་རས་	n.count -
ཞལ་ལྟ་	n.count -
ཞི་	v.invar -	v.past.v.pres -
ཞི་གནས་	n.count -
ཞི་གནས་སྒོམ་པ་	n.count -
ཞི་བ	n.v.invar -
ཞི་རྒྱས་དབང་དྲག་	n.count -
ཞིག	cv.imp -	d.indef -
ཞིག་	cv.imp -	d.indef -	v.imp -
ཞིག་པ	n.v.past -
ཞིང་	cv.impf -	n.count -
ཞིང་ཁང་	n.count -
ཞིང་ཁམས་	n.count -
ཞིང་ཐབ་	n.count -
ཞིང་པ་	n.count -
ཞིང་རིན་	n.count -
ཞིང་ས་	n.count -
ཞིང་སྐལ་	n.count -
ཞིང་སྐྱོང་	n.count -
ཞིབ་	v.fut.v.pres -
ཞིབ་པ	n.v.invar -
ཞིབ་མོ་	adj -
ཞིབ་རྒྱས་	n.count -
ཞིམ་པ་	n.v.invar -
ཞིམ་པོ་	adj -
ཞུ	v.fut.v.pres -
ཞུ་	v.fut.v.pres -
ཞུ་དོན་	n.count -
ཞུ་བ	n.v.fut.n.v.pres -
ཞུ་བ་	n.v.fut.n.v.pres -
ཞུ་མཁན་	n.v.fut.n.v.pres -
ཞུ་འབུལ་	n.count -
ཞུགས་	v.past -
ཞུས	v.past -
ཞུས་	v.imp -	v.past -
ཞུས་པ	n.v.past -
ཞུས་པ་	n.v.past -
ཞེ་	n.count -
ཞེ་སྡང་	n.count -
ཞེན་པ	n.v.past.n.v.pres -	n.v.pres -
ཞེན་པ་	n.v.past.n.v.pres -
ཞེས	cl.quot -
ཞེས་	cl.quot -
ཞེས་པ	cl.quot -
ཞེས་པ་	cl.quot -
ཞོ་	n.count -
ཞོག	v.imp -
ཞོག་	v.imp -
ཞོན	v.pres -
ཞོན་	v.pres -
ཞོན་པ	n.v.pres -
ཞོར་	n.rel -
ཞོལ་	n.count -
ཞོལ་མོ་	adj -	n.count -
ཞྭ་	n.count -
ཟ	n.count -	v.pres -
ཟ་	v.pres -
ཟ་བ	n.v.invar -
ཟ་བ་	n.v.pres -
ཟ་མ	n.count -
ཟ་མ་	n.count -
ཟ་མ་བཅུད་	n.mass -
ཟ་འདོད་	n.count -
ཟ་རྒྱུ་	n.v.fut -
ཟང་ཟིང་	n.count -
ཟངས་	n.count -
ཟངས་ཆུང་	n.count -
ཟངས་ཕུག་	n.prop -
ཟད	v.past -
ཟད་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
ཟད་པ	n.v.invar -
ཟན་	n.count -
ཟབ་	v.pres -
ཟབ་ཁྱད་ཅན་	adj -
ཟབ་ཁྱད་ཐོན་པ་	adj -
ཟབ་དབང་	n.count -
ཟབ་མོ	adj -
ཟབ་མོ་	adj -
ཟབ་མོ་གནད་	n.count -
ཟས་	n.count -
ཟས་ཆང་	n.count -
ཟས་ནོར་	n.mass -
ཟས་བཅུད་	n.count -
ཟས་མེད་	adj -
ཟི་བེ	adj -
ཟིད་ཐུང་བ	n.count -
ཟིན	v.invar -
ཟིན་	v.invar -	v.past.v.pres -
ཟིན་པ	n.v.past.n.v.pres -
ཟིན་པ་	n.v.past -	n.v.past.n.v.pres -	n.v.pres -
ཟིམ་མེ་	adj -
ཟིལ་	n.count -
ཟུག་རྔུ་ན་ཚ	n.count -
ཟུང་	v.imp -
ཟུང་འཇུག་	n.count -
ཟུར་	n.count -
ཟུར་པ་	adj -
ཟེར	v.invar -
ཟེར་	n.count -	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -	v.pres -
ཟེར་པ	n.v.past.n.v.pres -
ཟེར་བ	n.v.fut.n.v.pres -
ཟེར་བ་	n.v.fut.n.v.pres -
ཟེར་མཁན་	n.v.invar -
ཟོ་བ་	n.count -
ཟོག་པོ་	n.count -
ཟོད་པ་	n.v.invar -
ཟོན་	v.imp -
ཟོལ་མེད་གུས་པ	n.count -
ཟོས་	v.past -
ཟོས་པ	n.v.past -
ཟོས་པ་	n.v.past -
ཟོས་རྒྱུ་	n.v.fut -
ཟྭ	n.count -
ཟྭ་	n.count -
ཟླ་	n.count -
ཟླ་གམ་	adj -
ཟླ་བ་	n.count -
ཟླ་བ་ཞག་	n.count -
ཟླ་བ་ཡར་	n.count -
ཟླུམ་པོ་	adj -
འཁལ་	v.fut.v.pres -
འཁུལ་	v.past.v.pres -
འཁེབས་	v.pres -
འཁོ	n.count -
འཁོ་བ་	n.v.pres -
འཁོར་	n.count -	v.invar -	v.past -	v.past.v.pres -
འཁོར་གཡོག་མང་	n.count -
འཁོར་ཐབས་	n.v.invar -
འཁོར་བ	n.count -	n.v.fut.n.v.pres -
འཁོར་བ་	n.count -	n.v.fut.n.v.pres -
འཁོར་བ་ངུ་བྲོ་སྒྱིད་ལུག་	n.count -
འཁོར་བཅས་	adj -	n.count -
འཁོར་མཁན་	n.v.invar -
འཁོར་ཚོགས་	n.count -
འཁོར་འདས་	n.count -
འཁོར་ལོ	n.count -
འཁོར་ལོ་	n.count -
འཁོར་ལོ་བདེ་མཆོག་གསང་བ་འདུས་པ་	n.prop -
འཁོར་ལོ་སྡོམ་པ་	n.prop -
འཁོས་ཀ་	n.count -
འཁྱགས་	v.past -
འཁྱགས་གྲི	n.count -
འཁྱམས་	v.past -
འཁྱར	v.invar -
འཁྱར་	v.fut.v.pres -	v.invar -	v.past -
འཁྱར་བ	n.v.fut.n.v.pres -
འཁྱར་བ་	n.v.fut.n.v.pres -
འཁྱར་ཚུལ་	n.v.invar -
འཁྱུག	v.invar -
འཁྱེར་བ	n.v.fut.n.v.pres -
འཁྱེར་བ་	n.v.fut.n.v.pres -
འཁྱེར་ལུགས་	n.v.fut.n.v.pres -
འཁྱོག་	n.count -
འཁྱོངས	v.invar -
འཁྱོལ་	v.invar -
འཁྱོས་མ་	n.count -
འཁྲབས་	v.past -
འཁྲིགས	v.invar -
འཁྲིགས་	v.invar -
འཁྲིད་	v.fut.v.pres -
འཁྲིད་པ	n.v.fut.n.v.pres -
འཁྲིས་	n.rel -
འཁྲུག	v.invar -
འཁྲུག་	v.invar -
འཁྲུག་པ	n.v.invar -
འཁྲུང་པ	n.v.fut.n.v.pres -
འཁྲུངས་པ	n.v.past.n.v.pres -
འཁྲུངས་པ་	n.v.past.n.v.pres -
འཁྲུངས་བ	n.v.past.n.v.pres -
འཁྲུངས་ཡུལ་	n.count -
འཁྲུད་པ་	n.v.pres -
འཁྲུལ་བ་	n.v.fut.n.v.pres -
འཁྲུལ་རྟོག་	n.count -
འཁྲེང་	v.invar -
འཁྲེང་བ	n.v.invar -
འཁྲེང་བ་	n.v.invar -
འཁྲོལ་བ་	n.v.fut.n.v.pres -
འག	d.plural -
འགག་	dunno -	v.fut.v.pres -
འགགས་	v.past -
འགམ་	v.fut.v.pres -
འགའ་	d.plural -
འགའ་ཇི་ར་	n.count -
འགའ་རྗི་ར་	n.count -
འགའ་རྫི་ར་	dunno -
འགལ	v.fut.v.pres -
འགལ་	v.invar -
འགལ་བ་	n.v.fut.n.v.pres -
འགུལ་བ	n.v.fut.n.v.pres -
འགེངས	v.pres -
འགེལ	v.pres -
འགོང་བོ་	n.count -
འགོམ་	v.pres -
འགྱང་བ	n.v.fut.n.v.pres -
འགྱིང་བ་	n.v.invar -
འགྱུར་	v.fut.v.pres -
འགྱུར་བ་	n.v.fut.n.v.pres -
འགྱུར་མེད་	n.count -
འགྱུར་མེད་ཆོས་སྐུ་	n.count -
འགྱེལ་	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
འགྱེལ་བ	n.v.fut.n.v.pres -
འགྱེས་པ	n.v.invar -
འགྱོད་	v.past.v.pres -
འགྱོད་པ་	n.v.invar -
འགྱོད་རྒྱུ་	n.v.fut -
འགྲངས་	v.past -
འགྲན་	dunno -
འགྲན་ཟླ་	n.count -
འགྲབ	v.invar -
འགྲམ་	n.rel -
འགྲམ་ལྕག་	n.count -
འགྲམས་	v.past.v.pres -
འགྲིག	v.fut.v.pres -
འགྲིག་	v.fut.v.pres -
འགྲིག་པ་	n.v.fut.n.v.pres -
འགྲིམ	v.fut.v.pres -
འགྲིམས་	v.imp -
འགྲུབ	v.fut.v.pres -
འགྲུབ་པ	n.v.fut.n.v.pres -
འགྲུབ་པ་	n.v.fut.n.v.pres -
འགྲོ	v.fut.v.pres -
འགྲོ་	n.count -	v.fut.v.pres -
འགྲོ་གྲབས་	n.v.fut.n.v.pres -
འགྲོ་དོན་	n.count -
འགྲོ་དོན་བྱང་ཆུབ་བཀྲ་ཤིས་	n.count -
འགྲོ་བ	n.count -	n.v.fut.n.v.pres -
འགྲོ་བ་	n.v.fut.n.v.pres -
འགྲོ་ཚད་	n.v.fut.n.v.pres -
འགྲོ་ས་	n.v.fut.n.v.pres -
འགྲོགས་	v.invar -	v.past.v.pres -
འགྲོགས་པ	n.v.invar -
འགྲོན་ཁང་	n.count -
འགྲོན་པོ་	n.count -
འགྲོལ་	v.fut.v.pres -
འགྲོལ་བ	n.v.fut.n.v.pres -
འང་	cl.focus -
འཆག་	v.invar -
འཆག་པ	n.v.fut.n.v.pres -
འཆད་	v.fut.v.pres -
འཆད་པ	n.v.fut.n.v.pres -
འཆད་པ་པོ་	n.count -
འཆམ	v.fut.v.pres -
འཆམ་	v.fut.v.pres -
འཆམ་པ་	n.v.fut.n.v.pres -
འཆར་	n.count -
འཆར་བ	n.v.fut.n.v.pres -
འཆར་བ་	n.v.fut.n.v.pres -
འཆི་	v.fut.v.pres -
འཆི་ནུས་	n.count -
འཆི་བ	n.v.fut.n.v.pres -
འཆི་བ་	n.v.fut.n.v.pres -
འཆི་བ་མི་རྟག་པ	n.count -
འཆི་རྒྱུ་	n.v.fut.n.v.pres -
འཆུ་	v.fut.v.pres -
འཆུན་པ	n.v.pres -
འཆོར	v.fut.v.pres -
འཆོར་	dunno -
འཆོར་པོ་	n.count -
འཆོར་བ	n.v.fut.n.v.pres -
འཆོར་བ་	n.v.fut.n.v.pres -
འཆོར་མོ	adj -
འཆོར་མོ་	adj -
འཆོལ	v.invar -
འཆོས་	v.past.v.pres -
འཆོས་པ	n.v.past.n.v.pres -
འཇག་མ	n.count -
འཇག་སྐྱ	n.count -
འཇག་སྐྱ་	n.count -
འཇགས་པ་	n.v.invar -
འཇམ་པོ	adj -
འཇལ	v.pres -
འཇལ་	v.pres -
འཇལ་བ་	n.v.pres -
འཇིག་	v.invar -
འཇིག་རྟེན་	n.count -
འཇིག་རྟེན་པ	n.count -
འཇིག་རྟེན་པ་	adj -
འཇིག་རྟེན་འཇིག་རྟེན་འདས་པ་	n.count -
འཇིག་རྟེན་སྟོན་པ་བསྒྲུབ་བྱ་	n.count -
འཇིགས་	n.count -	v.invar -	v.past.v.pres -
འཇིགས་པ	n.v.invar -
འཇིགས་པ་	n.v.invar -
འཇིབ་པ་	n.v.fut.n.v.pres -
འཇིམ་པ	n.mass -
འཇིམ་པ་	n.mass -
འཇུག	v.pres -
འཇུག་	v.fut.v.pres -	v.pres -
འཇུག་པ	n.v.fut.n.v.pres -	n.v.pres -
འཇུག་པ་	n.v.fut.n.v.pres -	n.v.pres -
འཇུག་ལུགས་	n.count -
འཇུས་	v.past -
འཇོ་བ	n.v.pres -
འཇོ་སྟེགས	n.count -
འཇོག་	v.fut.v.pres -
འཇོག་པ	n.v.fut.n.v.pres -
འཇོག་ལུགས་	n.v.pres -
འཇོགས	v.past -
འཇོགས་	v.past -
འཇོམས་པ	n.v.pres -
འཇོལ་	n.count -
འཐག་	v.invar -
འཐབ་	v.invar -
འཐབས་	v.past -
འཐིལ་	dunno -
འཐུག་པོ	adj -
འཐུང་	v.pres -
འཐུང་བ	n.v.pres -
འཐུང་བ་	n.v.pres -
འཐུང་ས	n.v.pres -
འཐུངས་	v.past -
འཐུངས་པ	n.v.past -
འཐུངས་པ་	n.v.past -
འཐུད་པ	n.v.fut.n.v.pres -
འཐུན་པ	n.v.pres -
འཐུན་རྐྱེན་	n.count -
འཐུན་རྐྱེན་ཚོགས་སོག་བཀྲ་ཤིས་	n.count -
འཐུམས་པ	n.v.fut.n.v.past -
འཐུར་འདའ་	n.count -
འཐེན་པ་	n.v.past.n.v.pres -
འཐོན་	v.fut.v.pres -
འཐོན་ལུག་ར་ཁ་	n.prop -
འདག	v.fut.v.pres -
འདག་	n.mass -	v.fut.v.pres -
འདག་པ	n.v.fut.n.v.pres -
འདག་བཅར་	n.count -
འདང་	adv.temp -
འདང་གསུམ་	adv.temp -
འདམ་	v.pres -
འདའ་བ	n.v.fut.n.v.pres -
འདར་བ	n.v.fut.n.v.pres -
འདལ་	v.fut.v.pres -
འདས	v.past -
འདས་	v.past -
འདས་པ	n.v.past -
འདི	d.dem -
འདི་	d.dem -
འདི་པ	d.dem -
འདི་ཕྱི་	n.count -
འདིངས་	v.pres -
འདུ	v.fut.v.pres -
འདུ་བ	n.v.fut.n.v.pres -
འདུ་བྱེད་	n.count -
འདུ་ཚོགས་མང་	n.count -
འདུ་འཛི	n.count -
འདུ་འཛི་	n.mass -
འདུ་ཤེས་	n.count -
འདུག	v.fut.v.pres -	v.invar -
འདུག་	v.fut.v.pres -	v.imp -	v.invar -
འདུག་པ	n.v.fut.n.v.pres -	n.v.invar -
འདུག་པ་	n.v.fut.n.v.pres -	n.v.invar -
འདུག་ས	n.v.invar -
འདུད	v.fut.v.pres -
འདུན་ཐག་	n.count -
འདུན་མ་	n.count -
འདུལ	v.pres -
འདུལ་བ་	n.v.pres -
འདུས་	v.past -
འདུས་པ	n.v.past -
འདུས་པ་	n.v.past -
འདུས་བྱས་	n.count -
འདེགས་	v.pres -
འདེགས་པ་	n.v.pres -
འདེང་	dunno -
འདེད	v.fut.v.pres -
འདེད་པ	n.v.fut.n.v.pres -
འདེབས	v.pres -
