།	punc -
གཟའ་	n.count -
གཟའ་ཚོགས་གཟི་བརྗིད་	n.count -
གཟི་དཔལ་	n.count -
གཟི་བརྗིད་	n.count -
གཟི་བརྗིད་དམ་པ་	n.prop -
གཟི་བརྗིད་ལྷ་	n.count -
གཟིགས་	v.imp -	v.invar -	v.past.v.pres -
གཟིགས་པ	n.v.invar -
གཟིགས་པ་	n.v.invar -
གཟིགས་བ	n.v.invar -
གཟིངས་	n.count -
གཟིམས་	v.invar -	v.past -
གཟིམས་ཁང་	n.count -
གཟིམས་མལ་	n.count -
གཟིར་	v.invar -	v.past.v.pres -
གཟུ་ཚོ་	n.prop -
གཟུ་ལུམས་	n.count -
གཟུ་སྟོན་འཕན་གྲགས་	n.prop -
གཟུགས	n.count -
གཟུགས་	n.count -
གཟུགས་ཅན་	adj -	n.count -
གཟུགས་ཅན་སྙིང་པོ	n.prop -
གཟུགས་ཅན་སྙིང་པོ་	n.prop -
གཟུགས་བརྙན་	n.count -
གཟུགས་བརྙན་དོན་	n.count -
གཟུགས་བརྙན་ཡིད་	n.count -
གཟུགས་བརྙན་ལོ་	n.count -
གཟུགས་མེད་	adj -	n.count -
གཟུགས་སྐུ	n.count -
གཟུགས་སྐུ་	n.count -
གཟུང་	v.fut.v.pres -
གཟུང་བ	n.v.fut.n.v.pres -
གཟུང་བ་	n.v.fut -
གཟུང་འཛིན་	n.count -
གཟུངས་	n.count -
གཟུངས་སྤོབས་	n.count -
གཟུར་གནས་	n.count -
གཟུར་གནས་ཡིད་ཆེས་གནས་	n.count -
གཟུས་པོ་	n.prop -
གཟུས་རྡོ་རྗེ་རྒྱལ་མཚན་	n.prop -
གཟེངས་བསྟོད་པ་	n.count -
གཟོད་མ་	adv.temp -
གཡར་	v.invar -
གཡས་	n.count -
གཡས་གྲལ་	n.count -
གཡས་པ	n.v.invar -
གཡས་པ་	n.v.invar -
གཡས་ཕྱོགས་	n.count -
གཡས་བ	n.v.invar -
གཡུ་སྒྲོ་ཁང་དམར་	n.prop -
གཡུང་པོ་	n.prop -
གཡུང་སྟོན་འཛའ་ཀ་རིས་པ	n.prop -
གཡུལ་	n.count -	v.pres -
གཡུལ་ངོ་	n.count -
གཡེང་	n.count -
གཡེང་བ	n.v.fut.n.v.pres -
གཡེང་མེད་	adj -
གཡེངས་	v.past -
གཡེངས་པ་	n.v.past -
གཡེལ་བ་	n.v.fut.n.v.pres -
གཡོ་	n.prop -	v.fut.v.pres -
གཡོ་ཅན་དཔུང་བཅས་	n.count -
གཡོ་དགེ་འབྱུང་	n.prop -
གཡོ་བ	n.v.fut.n.v.pres -
གཡོ་བ་	n.prop -	n.v.fut.n.v.pres -
གཡོ་ལྡན་	n.count -
གཡོ་སྒྱུ་	n.count -
གཡོག་	n.count -
གཡོག་མོ	n.count -
གཡོགས	v.imp -	v.past -
གཡོགས་	v.past -
གཡོགས་པ	n.v.past -
གཡོགས་པ་	n.v.past -
གཡོན་	n.count -
གཡོན་གྲལ་	n.count -
གཡོས	n.prop -	v.past -
གཡོས་	n.prop -	v.past -
གཡོས་པ	n.v.past -
གཡོས་པ་	n.v.past -
གར་	n.count -
གར་མི་ཡོན་ཏན་གཡུང་དྲུང་	n.prop -
གར་ལོག་	n.prop -
གལ་	adv.proclausal -
གཤགས་	v.past -
གཤིན་རྗེ་གཤེད་དམར་	n.prop -
གཤིན་རྗེ་གཤེད་དམར་གྱི་རྒྱུད་	n.prop -
གཤིན་རྗེའི་གཤེད་དམར་པོའི་རྒྱུད་	n.prop -
གཤེ་བ་	n.v.invar -
གཤེགས	v.invar -
གཤེགས་	v.fut.v.pres -	v.invar -	v.past -
གཤེགས་པ	n.v.invar -
གཤེགས་པ་	n.v.invar -
གཤེད་མ་	n.count -
གཤེར་བ	n.v.fut.n.v.pres -
གཤོང་	n.count -
གས་	v.past.v.pres -
གས་པ་ཀུ་རུ་ཀུ་ལུ་བ་ལ	n.prop -
གསང་པ	n.v.invar -
གསང་ཕུ་ནེའུ་ཐོག་	n.prop -
གསང་བ	n.v.invar -
གསང་བ་	n.v.invar -
གསང་བ་བསམ་གྱི་མི་ཁྱབ་པ་	n.prop -
གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ	n.prop -
གསང་བ་བསམ་གྱིས་མི་ཁྱབ་པ་	n.prop -
གསང་བ་འདུས་པ	n.prop -
གསང་བ་འདུས་པ་	n.prop -
གསང་བའི་བདག་པོ་	n.prop -
གསང་ཚིག་	n.count -
གསང་འདུས	n.prop -
གསང་འདུས་	n.prop -
གསང་འདུས་ཀྱི་དཀྱིལ་ཆོག་	n.prop -
གསང་འདུས་འགྲེལ་པ་	n.prop -
གསང་འདུས་འཕགས་སྐོར	n.prop -
གསང་ལྡན་	n.prop -
གསང་སྔགས་	n.count -
གསང་སྟོན་	n.count -
གསད་པ	n.v.fut -
གསན་	v.fut.v.pres -	v.invar -	v.past.v.pres -
གསན་པ	n.v.past.n.v.pres -
གསན་པ་	n.v.past.n.v.pres -
གསར་	v.past.v.pres -
གསར་པ་	n.v.pres -
གསར་བུ་	n.count -
གསལ	v.fut.v.pres -
གསལ་	v.fut.v.pres -
གསལ་ཁ་	n.count -
གསལ་གྲགས་	n.prop -
གསལ་བ	n.v.fut.n.v.pres -
གསལ་བ་	n.v.fut.n.v.pres -
གསལ་བའི་ཚུལ་ཁྲིམས་	n.prop -
གསལ་བྱེད་	n.count -
གསལ་བྱེད་ཆོས་	n.count -
གསལ་མཛད་	n.prop -
གསལ་རྒྱལ་	n.prop -
གསལ་ལྡན་	adj -	n.prop -
གསལ་སྣང་	n.prop -
གསུང་	n.count -	v.fut.v.pres -	v.invar -	v.past.v.pres -
གསུང་དབྱངས་ཡན་ལག་	n.count -
གསུང་དོན་	n.count -
གསུང་པ	n.v.fut.n.v.pres -
གསུང་པ་	n.v.fut.n.v.pres -
གསུང་བ	n.v.fut.n.v.pres -
གསུང་བ་	n.v.fut.n.v.pres -
གསུང་བསྟན་བཅོས་	n.count -
གསུང་འཇུག་ངོགས་	n.count -
གསུང་ཡན་ལག་	n.count -
གསུང་རབ་	n.count -
གསུང་རབ་པདྨོ	n.count -
གསུང་རབ་བྱུང་	n.count -
གསུང་རབ་མཚོ	n.count -
གསུང་རབ་ཡན་ལག་	n.count -
གསུང་རབ་རིན་ཆེན་ཁམས་	n.count -
གསུང་རབ་རིན་ཆེན་མཛོད་	n.prop -
གསུང་རབ་རྒྱས་	n.count -
གསུང་རྒྱུན་	n.count -
གསུངས	v.past -
གསུངས་	n.count -	v.past -
གསུངས་པ	n.v.past -
གསུངས་པ་	n.v.past -
གསུངས་བ	n.v.past -
གསུམ	num.card -
གསུམ་	num.card -
གསུམ་པ	num.ord -
གསུམ་པ་	num.ord -
གསུམ་པ་དོན་དམ་རྣམ་པ	n.count -
གསུམ་པོ	num.card -
གསུམ་པོ་	num.card -
གསུམ་བ་	num.ord -
གསུམ་རིག་	n.count -
གསུས་པོ་ཆེ་	n.prop -
གསེག་ཤང་	n.count -
གསེབ་	n.count -	n.rel -
གསེར་	n.mass -
གསེར་གྱི་བེའུ	n.prop -
གསེར་གྱི་བྲེ	n.prop -
གསེར་གྱི་མེ་ཏོག་	n.prop -
གསེར་གླིང་	n.prop -
གསེར་ཅན	n.prop -
གསེར་ཐུབ	n.prop -
གསེར་ཐུབ་	n.prop -
གསེར་དངུལ་	n.mass -
གསེར་ཕྲེང་ཅན་གྱི་རྟོགས་པ་བརྗོད་པ་	n.prop -
གསེར་མིག་	n.prop -
གསེར་འགྱུར་	n.count -	n.prop -
གསེར་འོད་	n.prop -
གསེར་འོད་དམ་པ་	n.prop -
གསེར་སྣོད་	n.count -
གསེར་སྣོད་ཆུ	n.count -
གསོ་	v.fut.v.pres -
གསོ་དཔྱད་	n.count -
གསོ་པ་རིག་པ	n.count -
གསོ་བ	n.v.fut.n.v.pres -
གསོ་བ་	n.v.fut.n.v.pres -
གསོ་བ་རིག་པ་	n.count -
གསོ་སྦྱོང་	n.count -
གསོག་པ	n.v.fut.n.v.pres -
གསོག་འཇོག་	n.count -
གསོད་	v.pres -
གསོད་པ	n.v.pres -
གསོད་པ་	n.v.pres -
གསོན་	v.imp -
གསོན་པ་	n.v.past.n.v.pres -
གསོན་པོ	adj -
གསོལ	v.imp -	v.invar -
གསོལ་	n.count -	v.fut.v.pres -	v.imp -	v.invar -	v.past.v.pres -
གསོལ་པ	n.v.past.n.v.pres -
གསོལ་པ་	n.v.past.n.v.pres -
གསོལ་བ	n.v.fut.n.v.pres -	n.v.past -
གསོལ་བ་	n.v.fut.n.v.pres -
གསོལ་འཕྲོ་	n.count -
གསོས	v.imp -
གསོས་	v.past -
གསོས་པ་	n.v.past -
གསོས་སྨན་	n.count -
གི	case.gen -	cv.gen -
གི་	case.agn -	case.gen -	cv.gen -
གི་ཧང་	n.count -
གིང་	cv.cont -
གིས	case.agn -	cv.agn -
གིས་	case.agn -	case.gen -	cv.agn -
གུ་ཎ་མི་ཏྲ	n.prop -
གུ་རུབ་ལེགས	n.prop -
གུང་	adv.temp -
གུང་ཐུན་	n.count -
གུང་སྲོང་གུང་བཙན	n.prop -
གུད་	v.fut.v.pres -
གུམ་	v.past -
གུམ་པ་	n.v.past -
གུར་ཀུམ་	n.count -
གུས་	n.count -	v.invar -
གུས་པ	n.v.invar -
གུས་པ་	n.v.fut.n.v.pres -	n.v.invar -	n.v.past -
གེ་རད་	n.prop -
གེགས་	n.count -
གེགས་མེད་	n.count -
གོ	cv.fin -	n.count -	v.invar -
གོ་	cv.fin -	n.count -	num.card -	v.fut.v.pres -	v.invar -	v.past -	v.past.v.pres -
གོ་ཆ	n.count -
གོ་ཆ་	n.count -
གོ་བ	n.v.invar -
གོ་བ་	n.v.invar -
གོ་མི་འཆི་མེད་	n.prop -
གོ་རིམ་	n.count -
གོ་རིམས་	n.count -
གོང་	n.rel -
གོང་བུ	n.count -
གོང་མ	adj -
གོན	v.invar -
གོན་	v.past.v.pres -
གོམ་པ་	n.v.pres -
གོམས་	v.invar -
གོམས་པ	n.v.invar -
གོམས་པ་	n.v.invar -
གོའུ་ཏ་མ	n.prop -
གོའུ་ཏ་མ་	n.prop -
གོར་ཤི་ཤ	n.prop -
གོལ་བ	n.v.fut.n.v.pres -
གོས་	n.count -	n.mass -
གོས་ཅན་ཚུ་རོལ་མཛེས་པ་བ	n.count -
གོས་དམར་སློབ་མ་	n.prop -
གོས་པ་	n.v.past -
གོས་བཟང་	n.count -
གཽ་ཏ་མ	n.prop -
གཽ་པཱ་ལ་	n.prop -
གཾ་གཱ་	n.prop -
གྱ་ནོམ་	adj -
གྱང་རིས་	n.count -
གྱད་	n.count -	n.prop -
གྱལ་པོ་	n.count -
གྱས་	v.past -
གྱི	case.gen -	cv.gen -
གྱི་	case.agn -	case.gen -	cv.gen -
གྱི་ཅོ་ཟླ་བའི་འོད་ཟེར་	n.prop -
གྱི་ན་	n.count -
གྱི་པོ་ཚུལ་འཕགས	n.prop -
གྱི་བན་	n.prop -
གྱི་ཚོ་བར་པ་	n.prop -
གྱི་རེ་གླང་ར་	n.prop -
གྱི་ལྗང་	n.prop -
གྱིན་	cv.cont -
གྱིམ་ཤང་ཨོང་ཅོ་	n.prop -
གྱིས	case.agn -	cv.agn -	v.imp -
གྱིས་	case.agn -	cv.agn -	v.imp -
གྱིས་པ	n.count -
གྱུར	v.past -
གྱུར་	v.imp -	v.past -
གྱུར་པ	n.v.past -
གྱུར་པ་	n.v.past -
གྱུར་བ	n.v.past -
གྱེ་རེ་འཚར་སྣ	n.prop -
གྱེན་	n.count -
གྱེས་	v.past -
གྱེས་པ	n.v.past.n.v.pres -
གྱེས་པ་	n.v.past.n.v.pres -
གྱེས་ཚུལ་	n.v.past.n.v.pres -
གྱོན་	v.fut.v.pres -	v.imp -	v.invar -
གྱོན་པ་	n.v.past.n.v.pres -
གྲ་ས	n.count -
གྲ་སེ་གྲས་ནེ	skt -
གྲག	v.invar -
གྲག་	n.count -	v.invar -
གྲག་པ	n.v.fut.n.v.pres -	n.v.invar -
གྲགས	v.invar -
གྲགས་	n.count -	v.invar -
གྲགས་ཆོ་ག་བཟང་ཤེས་	n.count -
གྲགས་པ	n.prop -	n.v.invar -	n.v.past -
གྲགས་པ་	n.prop -	n.v.invar -	n.v.past -
གྲགས་པོ་	n.count -
གྲགས་འབྱོར་	n.prop -
གྲགས་འབྱོར་ཤེས་རབ་	n.prop -
གྲགས་ལྡན་	n.prop -
གྲགས་ལྡན་མ་	n.prop -
གྲང་	dunno -
གྲངས་	n.count -
གྲངས་ངེས་	n.count -
གྲངས་ཅན་	n.count -
གྲངས་མང་ཉུང་	n.count -
གྲངས་མེད་	adj -	n.count -
གྲབ་མཐ	n.count -
གྲལ་མ་ཐང་	n.prop -
གྲིབ་མ་	n.count -
གྲིབ་སེ་སྒྲོམ་གྱི་ཕུ	n.prop -
གྲིལ་	v.past -
གྲུ་ཆེན་	n.count -
གྲུ་བཙས་	n.count -
གྲུ་མར་ཚུལ་ཁྲིམས་འབྱུང་གནས་	n.prop -
གྲུ་མོ་	n.count -
གྲུ་མོ་གཡས་	n.count -
གྲུ་སྐས་མི་	n.count -
གྲུ་སྐྱ་	n.count -
གྲུབ	v.past -
གྲུབ་	n.prop -	v.past -
གྲུབ་ཐོབ་	n.count -
གྲུབ་པ	n.v.past -
གྲུབ་པ་	n.v.past -
གྲུབ་བ་	n.v.past -
གྲུབ་མཐ	n.count -
གྲུབ་མཐའ་	n.count -
གྲུབ་མཐའ་འདོད་ཚུལ་	n.count -
གྲུམ་	n.prop -
གྲུམ་མ་	n.prop -
གྲུམ་ཡེ་ཤེས་རྒྱལ་མཚན	n.prop -
གྲུམ་ཡེ་ཤེས་རྒྱལ་མཚན་	n.prop -
གྲེ་བ	n.count -
གྲེ་མོ	n.count -
གྲོ་	dunno -
གྲོ་མོ	n.prop -
གྲོག་མཁར་བ་	n.prop -
གྲོགས་	n.count -	v.invar -
གྲོགས་གོ་ཆ་	n.count -
གྲོགས་པོ	n.count -
གྲོགས་པོ་	n.count -
གྲོགས་པོ་ཁྲིམས་ཟླ་	n.count -
གྲོགས་སྟོབས་རྒྱུ་སྟོབས་རྩ་བ	n.count -
གྲོང་	n.count -
གྲོང་ཁྱེར་	n.count -
གྲོང་ཁྱེར་ཁ་ལོ་	n.count -
གྲོང་ཁྱེར་པ་	n.count -
གྲོང་འཇུག་	n.count -
གྲོམ་པ་རྒྱང་	n.prop -
གྲོལ་	v.invar -
གྲོལ་བ	n.v.fut.n.v.pres -
གྲོལ་བ་	n.v.fut.n.v.pres -
གྲོལ་བའི་ཐིག་ལེ་	n.prop -
གྲོལ་ལྡེ	n.prop -
གྲོལ་སྡེ་	n.prop -
གྲྭ	n.count -
གྲྭ་	n.count -
གླག་བྱང་ཆུབ་རྒྱལ་མཚན་	n.prop -
གླག་མདའ་	n.prop -
གླག་ཚོ་	n.prop -
གླགས་	n.count -	v.invar -
གླང་ཀ་ཏ་ན	n.prop -
གླང་ཆེན་	n.count -
གླང་དར་མ	n.prop -
གླང་དར་མ་འུ་དུམ་བཙན་	n.prop -
གླང་པོ	n.count -
གླང་པོ་	n.count -	n.prop -
གླང་པོ་ཆེ	n.count -
གླང་པོ་ཆེ་	n.count -
གླང་པོ་བརྟག་པ་	n.count -
གླང་པོའི་གཤོང་	n.prop -
གླང་བཙུན་བྱམས་པ	n.prop -
གླང་མོ་འདོད་ཆགས་	n.count -
གླང་ཚོ་སྟོད་སྨད་	n.prop -
གླང་ར་	n.prop -
གླང་ར་སྐོར་	n.prop -
གླང་རྒན་	n.count -
གླང་རྫི	n.count -
གླང་རྫི་	n.count -
གླན་པ	n.v.past -
གླན་ཚུལ་བྱང་	n.prop -
གླན་ཡེ་ཤེས་ཤེས་རབ་	n.prop -
གླན་སྐོར་	n.prop -
གླིང་	n.count -
གླིང་པ	n.prop -
གླིང་བར་	n.prop -
གླིང་བུ་	n.count -
གླིང་འཛམ་བུ	n.count -
གླུ་	n.count -
གླུ་དབྱངས་	n.count -
གླུ་ལེན་	n.count -
གླེགས་བམ་	n.count -
གླེང་	v.fut.v.pres -
གླེང་གཞི	n.count -
གླེང་གཞི་	n.count -
གླེང་བ	n.v.fut.n.v.pres -
གློ་	n.count -
གློ་བུ	adv.temp -
གློ་འབུ	n.count -
གློ་འབུར་	n.count -
གློག་	n.count -
གློག་གི་ལྷ་	n.prop -
གློད་	v.invar -
གློས་མི་འབེབས་	n.prop -
གྷ	skt -
གྷ་ལ་ཤ་	n.prop -
ང	p.pers -
ང་	n.count -	p.pers -
ང་རྒྱལ་	n.count -
ངག	n.count -
ངག་	n.count -
ངག་གི་དབང་ཕྱུག་གྲགས་པ	n.prop -
ངག་དོན་	n.count -
ངག་དོན་སྐམ་ཕོགས་	n.count -
ངག་ཚིག་	n.count -
ངང་	n.rel -
ངང་ཚུལ་	n.prop -
ངང་ཚུལ་ཅན	n.count -
ངང་ཚུལ་མ་	n.prop -
ངན	v.pres -
ངན་	v.fut.v.pres -	v.invar -
ངན་གཡོ	n.prop -
ངན་པ	n.v.past.n.v.pres -
ངན་པ་	n.v.past.n.v.pres -
ངན་པར་སྨྲ་བ་	n.prop -
ངན་ཚུལ་	n.v.invar -
ངན་འགྲོ	n.count -
ངན་འགྲོ་	n.count -
ངན་འགྲོ་སྲིད་	n.count -
ངན་ལམ་པ	n.prop -
ངན་ལམ་སྤྱི་མོ་	n.prop -
ངན་ལཾ་རྒྱལ་བ་མཆོག་དབྱངས	n.prop -
ངན་སོང་	n.count -
ངན་སྐྱུགས་	n.count -
ངན་སྔགས་	n.count -
ངམ	cv.ques -
ངམ་	cv.ques -
ངམ་ཤོད་	n.count -
ངལ་	n.count -	v.fut.v.pres -	v.invar -
ངལ་དུབ་	n.count -
ངུ	v.fut.v.pres -
ངུ་	v.fut.v.pres -
ངུ་བ	n.v.fut.n.v.pres -
ངུ་བ་	n.v.fut.n.v.pres -
ངུད་མོ	n.count -
ངུར་བ	n.v.fut.n.v.pres -
ངུར་སྨྲིག་	n.mass -	n.prop -
ངུར་སྨྲིག་བླངས་པའི་མཆོད་རྟེན་	n.prop -
ངུས་	v.past -
ངུས་པ	n.v.past -
ངེ་	cv.ques -
ངེད་	p.pers -
ངེས	v.invar -
ངེས་	v.invar -	v.past -
ངེས་གནས་	n.prop -
ངེས་དོན་	n.count -
ངེས་པ	n.v.invar -	n.v.past -
ངེས་པ་	n.v.invar -	n.v.past -
ངེས་པར་འབྱུང་	n.count -
ངེས་བརྗོད་	n.prop -
ངེས་ཚིག	n.count -
ངེས་ཚིག་	n.count -
ངེས་ཚིག་གྲངས་	n.count -
ངེས་ཚིག་སྒྲ	n.count -
ངེས་འབྱིན་	n.count -
ངེས་འབྱུང་	n.count -
